バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
CANNON BALLERS,共犯ヘヴンズコード,ANOTHER,10,1149,CHORD
PENDUAL,共鳴遊戯の華,NORMAL,7,669,PEAK
PENDUAL,共鳴遊戯の華,HYPER,10,1296,NOTES
PENDUAL,共鳴遊戯の華,ANOTHER,12,2000,CHARGE
copula,ギョギョっと人魚 爆婚ブライダル,NORMAL,4,418,NOTES
copula,ギョギョっと人魚 爆婚ブライダル,HYPER,8,743,PEAK
copula,ギョギョっと人魚 爆婚ブライダル,ANOTHER,10,1209,PEAK
BISTROVER,閠槞彁の願い,NORMAL,6,,
BISTROVER,閠槞彁の願い,HYPER,10,1109,NOTES
BISTROVER,閠槞彁の願い,ANOTHER,12,1613,PEAK
RESIDENT,昏き甲鉄のヴェルガ,NORMAL,4,,
RESIDENT,昏き甲鉄のヴェルガ,HYPER,7,,
RESIDENT,昏き甲鉄のヴェルガ,ANOTHER,10,1177,CHORD
tricoro,狂イ咲ケ焔ノ華,NORMAL,6,621,NOTES
tricoro,狂イ咲ケ焔ノ華,HYPER,10,1269,NOTES
tricoro,狂イ咲ケ焔ノ華,ANOTHER,12,1860,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,BEGINNER,2,216,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,NORMAL,5,500,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,HYPER,8,766,PEAK
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,ANOTHER,10,1144,PEAK
Resort Anthem,黒髪乱れし修羅となりて,NORMAL,4,410,NOTES
Resort Anthem,黒髪乱れし修羅となりて,HYPER,9,1077,NOTES
Resort Anthem,黒髪乱れし修羅となりて,ANOTHER,12,1745,NOTES
RESIDENT,■□模様,NORMAL,5,,
RESIDENT,■□模様,HYPER,8,782,NOTES
RESIDENT,■□模様,ANOTHER,10,1337,NOTES
CastHour,黒紅掬い,NORMAL,4,,
CastHour,黒紅掬い,HYPER,7,613,NOTES
CastHour,黒紅掬い,ANOTHER,9,916,CHORD
Rootage,グラナダの風,NORMAL,5,,
Rootage,グラナダの風,HYPER,8,637,NOTES
Rootage,グラナダの風,ANOTHER,10,954,PEAK
CastHour,《GRANDMASTER》,NORMAL,5,499,NOTES
CastHour,《GRANDMASTER》,HYPER,9,939,NOTES
CastHour,《GRANDMASTER》,ANOTHER,11,1504,NOTES
INFINITAS,檄,NORMAL,6,,
INFINITAS,檄,HYPER,9,,
INFINITAS,檄,ANOTHER,11,1251,NOTES
HAPPY SKY,月光,NORMAL,5,455,NOTES
HAPPY SKY,月光,HYPER,8,900,NOTES
HAPPY SKY,月光,ANOTHER,10,1246,CHORD
INFINITAS,月光蝶,NORMAL,5,,
INFINITAS,月光蝶,HYPER,9,,
INFINITAS,月光蝶,ANOTHER,11,1144,NOTES
INFINITAS,恋歌疾風！かるたクイーンいろは,NORMAL,6,,
INFINITAS,恋歌疾風！かるたクイーンいろは,HYPER,10,,
INFINITAS,恋歌疾風！かるたクイーンいろは,ANOTHER,12,1643,PEAK
Lincle,恋する☆宇宙戦争っ！！,BEGINNER,2,257,NOTES
Lincle,恋する☆宇宙戦争っ！！,NORMAL,5,455,NOTES
Lincle,恋する☆宇宙戦争っ！！,HYPER,8,883,NOTES
Lincle,恋する☆宇宙戦争っ！！,ANOTHER,12,1835,NOTES
Lincle,恋する☆宇宙戦争っ！！,LEGGENDARIA,12,2355,NOTES
PENDUAL,恋は白帯、サンシロー,NORMAL,3,,
PENDUAL,恋は白帯、サンシロー,HYPER,6,664,PEAK
PENDUAL,恋は白帯、サンシロー,ANOTHER,9,1021,NOTES
PENDUAL,恋は白帯、サンシロー,LEGGENDARIA,11,1395,CHORD
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,NORMAL,5,518,NOTES
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,HYPER,8,,
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,ANOTHER,10,1247,PEAK
DJ TROOPERS,高高度降下低高度開傘,NORMAL,4,466,NOTES
DJ TROOPERS,高高度降下低高度開傘,HYPER,7,777,NOTES
DJ TROOPERS,高高度降下低高度開傘,ANOTHER,9,1005,NOTES
INFINITAS,光風霽月,NORMAL,7,,
INFINITAS,光風霽月,HYPER,10,,
INFINITAS,光風霽月,ANOTHER,12,1783,NOTES
BISTROVER,ここからよろしく大作戦143,BEGINNER,1,134,PEAK
BISTROVER,ここからよろしく大作戦143,NORMAL,4,,
BISTROVER,ここからよろしく大作戦143,HYPER,8,896,NOTES
BISTROVER,ここからよろしく大作戦143,ANOTHER,10,1264,CHORD
SIRIUS,コスモス,NORMAL,5,458,NOTES
SIRIUS,コスモス,HYPER,8,762,NOTES
SIRIUS,コスモス,ANOTHER,9,1049,CHORD
6th style,こっちを向いてよ,NORMAL,5,438,PEAK
6th style,こっちを向いてよ,HYPER,6,667,PEAK
6th style,こっちを向いてよ,ANOTHER,7,703,PEAK
Lincle,子供の落書き帳,NORMAL,6,,
Lincle,子供の落書き帳,HYPER,10,1018,NOTES
Lincle,子供の落書き帳,ANOTHER,12,1395,PEAK
EPOLIS,今宵、ロマンス横丁。,NORMAL,6,,
EPOLIS,今宵、ロマンス横丁。,HYPER,10,1195,NOTES
EPOLIS,今宵、ロマンス横丁。,ANOTHER,12,1714,NOTES
Rootage,金野火織の金色提言,NORMAL,6,643,NOTES
Rootage,金野火織の金色提言,HYPER,10,1171,NOTES
Rootage,金野火織の金色提言,ANOTHER,12,1630,PEAK
Rootage,最小三倍完全数,NORMAL,5,,
Rootage,最小三倍完全数,HYPER,9,921,NOTES
Rootage,最小三倍完全数,ANOTHER,12,1314,NOTES
CastHour,逆月,NORMAL,7,760,NOTES
CastHour,逆月,HYPER,10,1194,CHORD
CastHour,逆月,ANOTHER,12,1920,CHORD
8th style,桜,NORMAL,7,541,SOF-LAN
8th style,桜,HYPER,10,819,SOF-LAN
8th style,桜,ANOTHER,12,1123,SOF-LAN
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),NORMAL,6,,
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),HYPER,9,,
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),ANOTHER,11,1312,NOTES
SIRIUS,サヨナラ・ヘヴン,BEGINNER,2,190,PEAK
SIRIUS,サヨナラ・ヘヴン,NORMAL,4,476,PEAK
SIRIUS,サヨナラ・ヘヴン,HYPER,6,709,PEAK
SIRIUS,サヨナラ・ヘヴン,ANOTHER,8,855,SCRATCH
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,NORMAL,4,,
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,HYPER,8,775,NOTES
RESIDENT,サヨナラ・ヘヴン-Celtic Chip Dance Mix-,ANOTHER,10,1319,CHORD
RESIDENT,≡+≡,BEGINNER,3,,
RESIDENT,≡+≡,NORMAL,7,698,NOTES
RESIDENT,≡+≡,HYPER,10,1069,NOTES
RESIDENT,≡+≡,ANOTHER,11,1520,CHORD
RESIDENT,罪過の聖堂,NORMAL,5,,
RESIDENT,罪過の聖堂,HYPER,8,708,SOF-LAN
RESIDENT,罪過の聖堂,ANOTHER,10,1080,SOF-LAN
PENDUAL,#The_Relentless,NORMAL,6,,
PENDUAL,#The_Relentless,HYPER,9,1028,NOTES
PENDUAL,#The_Relentless,ANOTHER,11,1479,NOTES
SINOBUZ,獅子霞麗ノ舞,NORMAL,4,252,PEAK
SINOBUZ,獅子霞麗ノ舞,HYPER,6,550,NOTES
SINOBUZ,獅子霞麗ノ舞,ANOTHER,9,873,CHARGE
10th style,システムロマンス,NORMAL,4,458,PEAK
10th style,システムロマンス,HYPER,7,901,NOTES
10th style,システムロマンス,ANOTHER,8,1023,PEAK
INFINITAS,雫,NORMAL,5,514,NOTES
INFINITAS,雫,HYPER,9,1039,NOTES
INFINITAS,雫,ANOTHER,11,1361,NOTES
SPADA,疾風迅雷,NORMAL,6,,
SPADA,疾風迅雷,HYPER,10,1078,NOTES
SPADA,疾風迅雷,ANOTHER,12,1493,NOTES
SPADA,疾風迅雷,LEGGENDARIA,12,1824,PEAK
GOLD,シティ・エンジェル,NORMAL,5,,
GOLD,シティ・エンジェル,HYPER,7,,
GOLD,シティ・エンジェル,ANOTHER,10,1006,NOTES
SPADA,死神自爆中二妹アイドルももかりん(1歳),NORMAL,4,,
SPADA,死神自爆中二妹アイドルももかりん(1歳),HYPER,7,,
SPADA,死神自爆中二妹アイドルももかりん(1歳),ANOTHER,11,1472,NOTES
SINOBUZ,忍恋花,NORMAL,5,,
SINOBUZ,忍恋花,HYPER,9,867,NOTES
SINOBUZ,忍恋花,ANOTHER,11,1141,NOTES
CANNON BALLERS,シムルグの目醒め,NORMAL,7,717,NOTES
CANNON BALLERS,シムルグの目醒め,HYPER,10,1211,PEAK
CANNON BALLERS,シムルグの目醒め,ANOTHER,12,1822,PEAK
SINOBUZ,〆,NORMAL,6,657,NOTES
SINOBUZ,〆,HYPER,9,1198,NOTES
SINOBUZ,〆,ANOTHER,12,1877,CHORD
copula,灼熱 Pt.2 Long Train Running,BEGINNER,3,,
copula,灼熱 Pt.2 Long Train Running,NORMAL,7,,
copula,灼熱 Pt.2 Long Train Running,HYPER,11,1093,SCRATCH
copula,灼熱 Pt.2 Long Train Running,ANOTHER,12,1804,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,BEGINNER,3,296,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,NORMAL,7,564,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,HYPER,10,1025,SCRATCH
Resort Anthem,灼熱Beach Side Bunny,ANOTHER,12,1719,SCRATCH
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",NORMAL,5,,
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",HYPER,9,1001,SCRATCH
EPOLIS,"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",ANOTHER,12,1647,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),NORMAL,4,336,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),HYPER,7,583,SCRATCH
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),ANOTHER,10,933,SCRATCH
Pinky Crush,灼熱 Lost Summer Dayz,NORMAL,6,,
Pinky Crush,灼熱 Lost Summer Dayz,HYPER,10,979,SCRATCH
Pinky Crush,灼熱 Lost Summer Dayz,ANOTHER,12,1453,SCRATCH
HEROIC VERSE,シャムシールの舞,NORMAL,4,435,NOTES
HEROIC VERSE,シャムシールの舞,HYPER,8,790,PEAK
HEROIC VERSE,シャムシールの舞,ANOTHER,11,1294,CHORD
EPOLIS,終焔のClaudia,NORMAL,8,719,PEAK
EPOLIS,終焔のClaudia,HYPER,10,1014,NOTES
EPOLIS,終焔のClaudia,ANOTHER,12,1406,NOTES
INFINITAS,終末を追う者,NORMAL,6,,
INFINITAS,終末を追う者,HYPER,10,,
INFINITAS,終末を追う者,ANOTHER,12,1651,NOTES
copula,シュッパツシンコウ・シサカンコ,NORMAL,5,,
copula,シュッパツシンコウ・シサカンコ,HYPER,8,904,NOTES
copula,シュッパツシンコウ・シサカンコ,ANOTHER,10,1234,NOTES
tricoro,シュレーディンガーの猫,NORMAL,6,,
tricoro,シュレーディンガーの猫,HYPER,10,1231,NOTES
tricoro,シュレーディンガーの猫,ANOTHER,12,1717,NOTES
copula,少女アリスと箱庭幻想コンチェルト,NORMAL,5,390,PEAK
copula,少女アリスと箱庭幻想コンチェルト,HYPER,8,761,PEAK
copula,少女アリスと箱庭幻想コンチェルト,ANOTHER,10,1095,CHARGE
RESIDENT,湘南ロンリーMIDNIGHT RAIN,NORMAL,5,,
RESIDENT,湘南ロンリーMIDNIGHT RAIN,HYPER,8,918,NOTES
RESIDENT,湘南ロンリーMIDNIGHT RAIN,ANOTHER,10,1438,CHORD
DJ TROOPERS,少年A,NORMAL,6,642,PEAK
DJ TROOPERS,少年A,HYPER,10,1144,PEAK
DJ TROOPERS,少年A,ANOTHER,12,1449,PEAK
PENDUAL,少年は空を辿る,NORMAL,6,,
PENDUAL,少年は空を辿る,HYPER,10,1081,PEAK
PENDUAL,少年は空を辿る,ANOTHER,12,1729,PEAK
INFINITAS,少年リップルズ,NORMAL,4,,
INFINITAS,少年リップルズ,HYPER,9,903,PEAK
INFINITAS,少年リップルズ,ANOTHER,11,1242,CHORD
9th style,昭和企業戦士荒山課長,NORMAL,3,,
9th style,昭和企業戦士荒山課長,HYPER,6,,
9th style,昭和企業戦士荒山課長,ANOTHER,7,818,CHORD
PENDUAL,白露の風,NORMAL,2,240,PEAK
PENDUAL,白露の風,HYPER,6,,
PENDUAL,白露の風,ANOTHER,9,1018,CHORD
HEROIC VERSE,深淵に捧ぐレクイエム,NORMAL,5,,
HEROIC VERSE,深淵に捧ぐレクイエム,HYPER,9,843,CHARGE
HEROIC VERSE,深淵に捧ぐレクイエム,ANOTHER,12,1537,CHARGE
CANNON BALLERS,神謳 -RESONANCE-,NORMAL,7,702,NOTES
CANNON BALLERS,神謳 -RESONANCE-,HYPER,10,1285,NOTES
CANNON BALLERS,神謳 -RESONANCE-,ANOTHER,12,2047,NOTES
copula,真 地獄超特急 -HELL or HELL-,NORMAL,7,737,CHARGE
copula,真 地獄超特急 -HELL or HELL-,HYPER,10,1123,CHARGE
copula,真 地獄超特急 -HELL or HELL-,ANOTHER,12,1727,CHARGE
EPOLIS,シンデレラ,BEGINNER,3,,
EPOLIS,シンデレラ,NORMAL,5,,
EPOLIS,シンデレラ,HYPER,8,780,NOTES
EPOLIS,シンデレラ,ANOTHER,10,1119,NOTES
INFINITAS,ジオメトリックティーパーティー,NORMAL,7,,
INFINITAS,ジオメトリックティーパーティー,HYPER,10,,
INFINITAS,ジオメトリックティーパーティー,ANOTHER,12,1664,PEAK
PENDUAL,時空トラベローグ,NORMAL,6,,
PENDUAL,時空トラベローグ,HYPER,9,983,NOTES
PENDUAL,時空トラベローグ,ANOTHER,11,1395,NOTES
CANNON BALLERS,純真可憐デザイア,BEGINNER,1,127,PEAK
CANNON BALLERS,純真可憐デザイア,NORMAL,4,,
CANNON BALLERS,純真可憐デザイア,HYPER,8,824,NOTES
CANNON BALLERS,純真可憐デザイア,ANOTHER,10,1172,NOTES
INFINITAS,情熱タンデムRUNAWAY,NORMAL,6,,
INFINITAS,情熱タンデムRUNAWAY,HYPER,10,,
INFINITAS,情熱タンデムRUNAWAY,ANOTHER,12,1727,NOTES
SINOBUZ,次葉 -turn the page-,NORMAL,4,427,NOTES
SINOBUZ,次葉 -turn the page-,HYPER,8,716,NOTES
SINOBUZ,次葉 -turn the page-,ANOTHER,10,1003,NOTES
BISTROVER,スーパー戦湯ババンバーン,NORMAL,6,,
BISTROVER,スーパー戦湯ババンバーン,HYPER,10,,
BISTROVER,スーパー戦湯ババンバーン,ANOTHER,12,1755,NOTES
BISTROVER,水鏡の異界,NORMAL,5,,
BISTROVER,水鏡の異界,HYPER,9,889,NOTES
BISTROVER,水鏡の異界,ANOTHER,12,1661,CHARGE
Lincle,衰色小町メランコリア,NORMAL,4,401,NOTES
Lincle,衰色小町メランコリア,HYPER,7,711,NOTES
Lincle,衰色小町メランコリア,ANOTHER,10,1192,CHORD
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",NORMAL,4,357,NOTES
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",HYPER,8,868,NOTES
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",ANOTHER,10,1073,PEAK
Pinky Crush,スパークリング☆彡ハイパーチューン！！,NORMAL,6,,
Pinky Crush,スパークリング☆彡ハイパーチューン！！,HYPER,9,1105,NOTES
Pinky Crush,スパークリング☆彡ハイパーチューン！！,ANOTHER,12,1843,CHORD
INFINITAS,隅田川夏恋歌,NORMAL,4,,
INFINITAS,隅田川夏恋歌,HYPER,7,,
INFINITAS,隅田川夏恋歌,ANOTHER,10,1070,CHORD
tricoro,晴天Bon Voyage,NORMAL,3,,
tricoro,晴天Bon Voyage,HYPER,7,,
tricoro,晴天Bon Voyage,ANOTHER,9,917,NOTES
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,NORMAL,6,,
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,HYPER,9,973,PEAK
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,ANOTHER,12,1983,CHORD
Rootage,セカンドピアス,NORMAL,3,,
Rootage,セカンドピアス,HYPER,6,555,NOTES
Rootage,セカンドピアス,ANOTHER,9,1015,CHORD
10th style,雪月花,NORMAL,6,,
10th style,雪月花,HYPER,10,979,PEAK
10th style,雪月花,ANOTHER,12,1287,PEAK
INFINITAS,雪上断火,NORMAL,6,,
INFINITAS,雪上断火,HYPER,10,940,SCRATCH
INFINITAS,雪上断火,ANOTHER,12,1544,SCRATCH
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),BEGINNER,2,191,PEAK
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),NORMAL,4,404,PEAK
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),HYPER,7,739,NOTES
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),ANOTHER,10,1205,CHORD
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),LEGGENDARIA,12,1736,NOTES
copula,セロトニン,NORMAL,6,,
copula,セロトニン,HYPER,9,947,NOTES
copula,セロトニン,ANOTHER,11,1194,PEAK
EPOLIS,センチメンタル・サマー,NORMAL,3,337,NOTES
EPOLIS,センチメンタル・サマー,HYPER,6,652,PEAK
EPOLIS,センチメンタル・サマー,ANOTHER,9,1004,NOTES
PENDUAL,千年ノ理,NORMAL,6,602,NOTES
PENDUAL,千年ノ理,HYPER,9,1008,PEAK
PENDUAL,千年ノ理,ANOTHER,12,1608,CHORD
PENDUAL,千年ノ理,LEGGENDARIA,12,2183,CHORD
SPADA,旋律のドグマ～Miserables～,NORMAL,6,629,PEAK
SPADA,旋律のドグマ～Miserables～,HYPER,10,1271,NOTES
SPADA,旋律のドグマ～Miserables～,ANOTHER,12,2002,NOTES
GOLD,零 - ZERO -,BEGINNER,1,110,PEAK
GOLD,零 - ZERO -,NORMAL,6,,
GOLD,零 - ZERO -,HYPER,8,912,NOTES
GOLD,零 - ZERO -,ANOTHER,9,1162,NOTES
GOLD,零 - ZERO -,LEGGENDARIA,10,1380,CHORD
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,NORMAL,6,,
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,HYPER,8,,
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,ANOTHER,11,1142,NOTES
CANNON BALLERS,草原の王女-軌跡を辿って-,NORMAL,3,352,NOTES
CANNON BALLERS,草原の王女-軌跡を辿って-,HYPER,7,629,NOTES
CANNON BALLERS,草原の王女-軌跡を辿って-,ANOTHER,10,1172,CHORD
tricoro,創世ノート,NORMAL,4,430,PEAK
tricoro,創世ノート,HYPER,9,988,NOTES
tricoro,創世ノート,ANOTHER,11,1512,NOTES
DJ TROOPERS,走馬灯 -The Last Song-,NORMAL,3,258,SOF-LAN
DJ TROOPERS,走馬灯 -The Last Song-,HYPER,4,464,SOF-LAN
DJ TROOPERS,走馬灯 -The Last Song-,ANOTHER,7,673,SOF-LAN
INFINITAS,天泣,NORMAL,5,,
INFINITAS,天泣,HYPER,10,,
INFINITAS,天泣,ANOTHER,12,1869,NOTES
PENDUAL,それは花火のような恋,BEGINNER,3,354,NOTES
PENDUAL,それは花火のような恋,NORMAL,6,649,NOTES
PENDUAL,それは花火のような恋,HYPER,10,1321,NOTES
PENDUAL,それは花火のような恋,ANOTHER,12,1976,NOTES
RESIDENT,ぞうしょく！？マイデンティティ,NORMAL,6,,
RESIDENT,ぞうしょく！？マイデンティティ,HYPER,10,1177,NOTES
RESIDENT,ぞうしょく！？マイデンティティ,ANOTHER,12,1851,NOTES
BISTROVER,∀,BEGINNER,3,303,PEAK
BISTROVER,∀,NORMAL,7,667,NOTES
BISTROVER,∀,HYPER,10,1136,NOTES
BISTROVER,∀,ANOTHER,12,1802,PEAK
IIDX RED,太陽～T・A・I・Y・O～,NORMAL,4,,
IIDX RED,太陽～T・A・I・Y・O～,HYPER,8,725,PEAK
IIDX RED,太陽～T・A・I・Y・O～,ANOTHER,9,880,PEAK
copula,太陽SUNSUNボンジュールアバンチュール,NORMAL,6,,
copula,太陽SUNSUNボンジュールアバンチュール,HYPER,8,,
copula,太陽SUNSUNボンジュールアバンチュール,ANOTHER,11,1402,PEAK
SIRIUS,たからもの,NORMAL,6,,
SIRIUS,たからもの,HYPER,8,943,CHORD
SIRIUS,たからもの,ANOTHER,9,1123,CHORD
SIRIUS,たからもの,LEGGENDARIA,11,1786,CHORD
INFINITAS,多極性ニューロンの崩壊による人間の末路,NORMAL,6,,
INFINITAS,多極性ニューロンの崩壊による人間の末路,HYPER,10,,
INFINITAS,多極性ニューロンの崩壊による人間の末路,ANOTHER,12,1749,NOTES
DistorteD,タシカナモノ,NORMAL,5,472,NOTES
DistorteD,タシカナモノ,HYPER,7,726,PEAK
DistorteD,タシカナモノ,ANOTHER,9,1026,CHORD
Resort Anthem,旅人リラン,NORMAL,6,579,PEAK
Resort Anthem,旅人リラン,HYPER,9,998,NOTES
Resort Anthem,旅人リラン,ANOTHER,11,1345,PEAK
tricoro,たまゆら,NORMAL,7,,
tricoro,たまゆら,HYPER,10,960,PEAK
tricoro,たまゆら,ANOTHER,12,1407,PEAK
INFINITAS,タンポポ,NORMAL,6,,
INFINITAS,タンポポ,HYPER,9,,
INFINITAS,タンポポ,ANOTHER,11,1346,NOTES
INFINITAS,大見解,NORMAL,4,,
INFINITAS,大見解,HYPER,8,,
INFINITAS,大見解,ANOTHER,10,1268,CHORD
Rootage,抱きしめてモナムール,NORMAL,5,664,NOTES
Rootage,抱きしめてモナムール,HYPER,10,1189,NOTES
Rootage,抱きしめてモナムール,ANOTHER,12,2110,NOTES
PENDUAL,打打打打打打打打打打,BEGINNER,1,100,PEAK
PENDUAL,打打打打打打打打打打,NORMAL,5,419,PEAK
PENDUAL,打打打打打打打打打打,HYPER,8,701,NOTES
PENDUAL,打打打打打打打打打打,ANOTHER,11,1342,NOTES
Pinky Crush,断罪の一花,NORMAL,4,,
Pinky Crush,断罪の一花,HYPER,8,785,NOTES
Pinky Crush,断罪の一花,ANOTHER,11,1296,PEAK
Resort Anthem,中華急行,NORMAL,2,164,PEAK
Resort Anthem,中華急行,HYPER,8,770,NOTES
Resort Anthem,中華急行,ANOTHER,10,1167,NOTES
SPADA,超!!遠距離らぶメ～ル,NORMAL,3,292,PEAK
SPADA,超!!遠距離らぶメ～ル,HYPER,7,790,NOTES
SPADA,超!!遠距離らぶメ～ル,ANOTHER,10,1352,NOTES
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,NORMAL,6,531,PEAK
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,HYPER,9,1028,NOTES
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,ANOTHER,11,1350,PEAK
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,LEGGENDARIA,12,2110,NOTES
RESIDENT,ちょえちょえまぎか,NORMAL,6,,
RESIDENT,ちょえちょえまぎか,HYPER,10,1159,NOTES
RESIDENT,ちょえちょえまぎか,ANOTHER,11,1529,NOTES
RESIDENT,ちょえちょえまぎか,LEGGENDARIA,12,2098,CHORD
SINOBUZ,ちらちら・はらはら,NORMAL,3,207,PEAK
SINOBUZ,ちらちら・はらはら,HYPER,5,475,PEAK
SINOBUZ,ちらちら・はらはら,ANOTHER,7,715,NOTES
copula,追想快晴テーマパーク,NORMAL,6,615,NOTES
copula,追想快晴テーマパーク,HYPER,10,1077,NOTES
copula,追想快晴テーマパーク,ANOTHER,11,1589,NOTES
SINOBUZ,津軽雪,NORMAL,7,784,NOTES
SINOBUZ,津軽雪,HYPER,10,1137,NOTES
SINOBUZ,津軽雪,ANOTHER,12,1953,PEAK
CastHour,月とミルク,NORMAL,5,500,NOTES
CastHour,月とミルク,HYPER,8,800,NOTES
CastHour,月とミルク,ANOTHER,11,1400,NOTES
RESIDENT,月と夢の跡 ft. マナ,NORMAL,5,,
RESIDENT,月と夢の跡 ft. マナ,HYPER,8,780,NOTES/PEAK
RESIDENT,月と夢の跡 ft. マナ,ANOTHER,10,1269,CHORD
SINOBUZ,月雪に舞う華のように,NORMAL,5,437,PEAK
SINOBUZ,月雪に舞う華のように,HYPER,7,,
SINOBUZ,月雪に舞う華のように,ANOTHER,10,1083,CHORD
EMPRESS,翼,NORMAL,4,,
EMPRESS,翼,HYPER,7,765,NOTES
EMPRESS,翼,ANOTHER,9,988,NOTES
EMPRESS,翼,LEGGENDARIA,10,1258,CHORD
SPADA,罪と罰,NORMAL,5,555,NOTES
SPADA,罪と罰,HYPER,7,711,NOTES
SPADA,罪と罰,ANOTHER,10,1096,PEAK
EMPRESS,天空脳番長危機十六連打,NORMAL,5,525,NOTES
EMPRESS,天空脳番長危機十六連打,HYPER,10,,
EMPRESS,天空脳番長危機十六連打,ANOTHER,11,1323,NOTES
EMPRESS,鉄甲乙女-under the steel-,NORMAL,4,,
EMPRESS,鉄甲乙女-under the steel-,HYPER,7,826,NOTES
EMPRESS,鉄甲乙女-under the steel-,ANOTHER,10,1098,CHORD
Lincle,天空の夜明け,NORMAL,7,686,PEAK
Lincle,天空の夜明け,HYPER,10,1125,PEAK
Lincle,天空の夜明け,ANOTHER,12,2072,NOTES
2nd style,.59,NORMAL,4,360,NOTES
2nd style,.59,HYPER,6,514,PEAK
2nd style,.59,ANOTHER,7,584,NOTES
PENDUAL,Ｘ↑Ｘ↓,NORMAL,5,477,SCRATCH
PENDUAL,Ｘ↑Ｘ↓,HYPER,8,907,PEAK
PENDUAL,Ｘ↑Ｘ↓,ANOTHER,11,1485,CHORD
BISTROVER,ディスコルディア,NORMAL,7,701,PEAK
BISTROVER,ディスコルディア,HYPER,10,1229,CHARGE
BISTROVER,ディスコルディア,ANOTHER,12,2073,CHARGE
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,NORMAL,3,,
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,HYPER,7,,
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,ANOTHER,11,1280,CHORD
SPADA,デッドボヲルdeホームラン,NORMAL,3,318,PEAK
SPADA,デッドボヲルdeホームラン,HYPER,9,846,PEAK
SPADA,デッドボヲルdeホームラン,ANOTHER,11,1417,NOTES
EPOLIS,電光,NORMAL,6,,
EPOLIS,電光,HYPER,10,,
EPOLIS,電光,ANOTHER,12,1560,NOTES
EPOLIS,電子になりたい,NORMAL,5,,
EPOLIS,電子になりたい,HYPER,8,729,NOTES
EPOLIS,電子になりたい,ANOTHER,10,1017,NOTES
GOLD,電人、暁に斃れる。,BEGINNER,3,,
GOLD,電人、暁に斃れる。,NORMAL,7,,
GOLD,電人、暁に斃れる。,HYPER,10,1255,NOTES
GOLD,電人、暁に斃れる。,ANOTHER,12,1725,NOTES
6th style,電人イェーガーのテーマ(Theme of DENJIN J),NORMAL,5,,
6th style,電人イェーガーのテーマ(Theme of DENJIN J),HYPER,7,796,PEAK
PENDUAL,デンドロビウム,NORMAL,4,,
PENDUAL,デンドロビウム,HYPER,8,,
PENDUAL,デンドロビウム,ANOTHER,10,1205,NOTES
EPOLIS,電腦都市,NORMAL,7,717,NOTES
